date,occasion,top10_gross,top10_wow_change,num_releases,top_release,week_no,year,month_week,weekend
Mar 12-14,,"$129,609,144",-29%,106,Alice in Wonderland,11,2010,Mar_w3,2010_Mar_w3
Mar 5-7,,"$182,536,400",+75.2%,107,Alice in Wonderland,10,2010,Mar_w2,2010_Mar_w2
Feb 26-28,Vancouver Olympics,"$104,201,694",-12%,107,Shutter Island,9,2010,Mar_w1,2010_Mar_w1
Feb 19-21,Vancouver Olympics,"$118,472,680",-35.3%,108,Shutter Island,8,2010,Feb_w4,2010_Feb_w4
Feb 12-14,Vancouver Olympics,"$182,998,695",+93.1%,95,Valentine's Day,7,2010,Feb_w3,2010_Feb_w3
Feb 12-15,Presidents' Day wkndVancouver Olympics,"$213,524,058",-,87,Valentine's Day,7,2010,Feb_w3,2010_Feb_w3
Feb 5-7,,"$94,786,281",-8.8%,100,Dear John,6,2010,Feb_w2,2010_Feb_w2
Jan 29-31,,"$103,970,747",-13.4%,93,Avatar,5,2010,Feb_w1,2010_Feb_w1
Jan 22-24,,"$120,045,516",-19.4%,93,Avatar,4,2010,Jan_w4,2010_Jan_w4
Jan 15-17,,"$148,859,116",+2.6%,96,Avatar,3,2010,Jan_w3,2010_Jan_w3
Jan 15-18,MLK wknd,"$183,162,436",-,83,Avatar,3,2010,Jan_w3,2010_Jan_w3
Jan 8-10,,"$145,045,666",-29%,86,Avatar,2,2010,Jan_w2,2010_Jan_w2
Jan 1-3,,"$204,295,752",-20%,80,Avatar,1,2010,Jan_w1,2010_Jan_w1
"Dec 31-Jan 2, 2005",,"$114,961,674",+2%,97,Meet the Fockers,53,2004,Dec_w5,2004_Dec_w5
Dec 24-26,,"$112,673,267",+18.7%,103,Meet the Fockers,52,2004,Dec_w4,2004_Dec_w4
Dec 17-19,,"$94,894,514",-3.8%,113,A Series of Unfortunate Events,51,2004,Dec_w3,2004_Dec_w3
Dec 10-12,,"$98,593,405",+30.4%,125,Ocean's Twelve,50,2004,Dec_w2,2004_Dec_w2
Dec 3-5,Post-Thanksgiving,"$75,632,953",-48.4%,112,National Treasure,49,2004,Dec_w1,2004_Dec_w1
Nov 26-28,Thanksgiving 3-Day,"$146,437,423",+5.3%,117,National Treasure,48,2004,Nov_w4,2004_Nov_w4
Nov 25-28,Thanksgiving 4-Day,"$178,346,730",-,35,National Treasure,48,2004,Nov_w4,2004_Nov_w4
Nov 24-28,Thanksgiving 5-Day,"$205,521,213",-,35,National Treasure,48,2004,Nov_w4,2004_Nov_w4
Nov 19-21,,"$139,057,519",+5.9%,131,National Treasure,47,2004,Nov_w3,2004_Nov_w3
Nov 12-14,,"$131,257,704",-0.5%,128,The Incredibles,46,2004,Nov_w2,2004_Nov_w2
Nov 5-7,,"$131,864,106",+48.3%,127,The Incredibles,45,2004,Nov_w1,2004_Nov_w1
Oct 29-31,,"$88,903,187",-6.9%,141,The Grudge,44,2004,Oct_w5,2004_Oct_w5
Oct 22-24,,"$95,443,105",+10.6%,148,The Grudge,43,2004,Oct_w4,2004_Oct_w4
Oct 15-17,,"$86,263,922",-9.7%,151,Shark Tale,42,2004,Oct_w3,2004_Oct_w3
Oct 8-11,Indig. Peoples' Day wknd,"$106,647,546",-,48,Shark Tale,41,2004,Oct_w2,2004_Oct_w2
Oct 8-10,,"$95,535,064",-3.2%,142,Shark Tale,41,2004,Oct_w2,2004_Oct_w2
Oct 1-3,,"$98,687,284",+77.2%,142,Shark Tale,40,2004,Oct_w1,2004_Oct_w1
Sep 24-26,,"$55,689,771",-7.3%,148,The Forgotten,39,2004,Sep_w4,2004_Sep_w4
Sep 17-19,,"$60,061,974",+1.6%,137,Sky Captain and the World of Tomorrow,38,2004,Sep_w3,2004_Sep_w3
Sep 10-12,,"$59,095,246",+0.2%,125,Resident Evil: Apocalypse,37,2004,Sep_w2,2004_Sep_w2
Sep 3-5,,"$58,998,603",-25.2%,110,Hero,36,2004,Sep_w1,2004_Sep_w1
Sep 3-6,Labor Day wknd,"$75,033,354",-,136,Hero,36,2004,Sep_w1,2004_Sep_w1
Aug 27-29,Athens Olympics,"$78,830,121",-18.3%,126,Hero,35,2004,Aug_w5,2004_Aug_w5
Aug 20-22,Athens Olympics,"$96,455,296",-19.5%,129,Exorcist: The Beginning,34,2004,Aug_w4,2004_Aug_w4
Aug 13-15,Athens Olympics,"$119,841,838",+27.7%,124,Alien vs. Predator,33,2004,Aug_w3,2004_Aug_w3
Aug 6-8,,"$93,818,029",-31.3%,119,Collateral,32,2004,Aug_w2,2004_Aug_w2
Jul 30-Aug 1,,"$136,648,459",+1.1%,124,The Village,31,2004,Aug_w1,2004_Aug_w1
Jul 23-25,,"$135,184,908",+0.5%,116,The Bourne Supremacy,30,2004,Jul_w4,2004_Jul_w4
Jul 16-18,,"$134,570,481",+2.1%,123,"I, Robot",29,2004,Jul_w3,2004_Jul_w3
Jul 9-11,,"$131,827,683",-14.5%,110,Spider-Man 2,28,2004,Jul_w2,2004_Jul_w2
Jul 2-5,July 4th long wknd,"$206,950,910",-,113,Spider-Man 2,27,2004,Jul_w1,2004_Jul_w1
Jul 2-4,,"$154,099,164",+19.3%,86,Spider-Man 2,27,2004,Jul_w1,2004_Jul_w1
Jun 25-27,,"$129,176,051",+0.9%,127,Fahrenheit 9/11,26,2004,Jun_w5,2004_Jun_w5
Jun 18-20,,"$128,069,046",-15.4%,128,Dodgeball: A True Underdog Story,25,2004,Jun_w4,2004_Jun_w4
Jun 11-13,,"$151,332,493",-16.9%,134,Harry Potter and the Prisoner of Azkaban,24,2004,Jun_w3,2004_Jun_w3
Jun 4-6,,"$182,021,652",-1.1%,147,Harry Potter and the Prisoner of Azkaban,23,2004,Jun_w2,2004_Jun_w2
May 28-31,Memorial Day wknd,"$236,850,123",-,148,Shrek 2,22,2004,Jun_w1,2004_Jun_w1
May 28-30,,"$184,125,061",+13.8%,99,Shrek 2,22,2004,Jun_w1,2004_Jun_w1
May 21-23,,"$161,847,766",+60.8%,158,Shrek 2,21,2004,May_w4,2004_May_w4
May 14-16,,"$100,629,677",+2.3%,160,Troy,20,2004,May_w3,2004_May_w3
May 7-9,,"$98,399,021",+18.3%,159,Van Helsing,19,2004,May_w2,2004_May_w2
Apr 30-May 2,,"$83,177,726",+5.5%,150,Mean Girls,18,2004,May_w1,2004_May_w1
Apr 23-25,,"$78,861,223",-0.1%,138,Man on Fire,17,2004,Apr_w4,2004_Apr_w4
Apr 16-18,,"$78,968,385",-10.2%,141,Kill Bill: Vol. 2,16,2004,Apr_w3,2004_Apr_w3
Apr 9-11,,"$87,892,722",-18.3%,132,The Passion of the Christ,15,2004,Apr_w2,2004_Apr_w2
Apr 9-12,Easter wknd,"$100,388,487",-,41,The Passion of the Christ,15,2004,Apr_w2,2004_Apr_w2
Apr 2-4,,"$107,623,883",+5.2%,136,Hellboy,14,2004,Apr_w1,2004_Apr_w1
Mar 26-28,,"$102,319,550",-3.1%,135,Scooby-Doo 2: Monsters Unleashed,13,2004,Mar_w5,2004_Mar_w5
Mar 19-21,,"$105,621,482",+4.3%,130,Dawn of the Dead,12,2004,Mar_w4,2004_Mar_w4
Mar 12-14,,"$101,274,843",-20.6%,132,The Passion of the Christ,11,2004,Mar_w3,2004_Mar_w3
Mar 5-7,,"$127,593,283",-5.9%,119,The Passion of the Christ,10,2004,Mar_w2,2004_Mar_w2
Feb 27-29,,"$135,527,084",+95.7%,132,The Passion of the Christ,9,2004,Mar_w1,2004_Mar_w1
Feb 20-22,,"$69,238,343",-30.8%,137,50 First Dates,8,2004,Feb_w4,2004_Feb_w4
Feb 13-16,Presidents' Day wknd,"$115,271,903",-,132,50 First Dates,7,2004,Feb_w3,2004_Feb_w3
Feb 13-15,,"$100,035,678",+17.5%,86,50 First Dates,7,2004,Feb_w3,2004_Feb_w3
Feb 6-8,,"$85,154,544",+26.3%,121,Barbershop 2: Back in Business,6,2004,Feb_w2,2004_Feb_w2
Jan 30-Feb 1,,"$67,426,484",-13.5%,123,You Got Served,5,2004,Feb_w1,2004_Feb_w1
Jan 23-25,,"$77,928,970",-13.4%,117,The Butterfly Effect,4,2004,Jan_w4,2004_Jan_w4
Jan 16-19,MLK wknd,"$107,223,556",-,117,Along Came Polly,3,2004,Jan_w3,2004_Jan_w3
Jan 16-18,,"$90,004,004",+8%,80,Along Came Polly,3,2004,Jan_w3,2004_Jan_w3
Jan 9-11,,"$83,360,349",-27.5%,113,The Lord of the Rings: The Return of the King,2,2004,Jan_w2,2004_Jan_w2
Jan 2-4,,"$114,997,701",-27.9%,112,The Lord of the Rings: The Return of the King,1,2004,Jan_w1,2004_Jan_w1
"Dec 30-Jan 1, 2006",,"$123,334,934",+30.2%,89,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",52,2005,Dec_w4,2005_Dec_w4
"Dec 30-Jan 2, 2006",New Year's long wknd,"$159,848,290",-,95,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",52,2005,Dec_w4,2005_Dec_w4
Dec 23-26,Christmas long wknd,"$149,695,276",-,89,King Kong,51,2005,Dec_w3,2005_Dec_w3
Dec 23-25,,"$94,745,376",-20.6%,83,King Kong,51,2005,Dec_w3,2005_Dec_w3
Dec 16-18,,"$119,305,835",+5%,115,King Kong,50,2005,Dec_w2,2005_Dec_w2
Dec 9-11,,"$113,612,356",+54.4%,129,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",49,2005,Dec_w1,2005_Dec_w1
Dec 2-4,Post-Thanksgiving,"$73,570,458",-48.6%,135,Harry Potter and the Goblet of Fire,48,2005,Nov_w4,2005_Nov_w4
Nov 25-27,Thanksgiving 3-Day,"$143,088,210",-15.3%,130,Harry Potter and the Goblet of Fire,47,2005,Nov_w3,2005_Nov_w3
Nov 24-27,Thanksgiving 4-Day,"$168,702,261",-,43,Harry Potter and the Goblet of Fire,47,2005,Nov_w3,2005_Nov_w3
Nov 23-27,Thanksgiving 5-Day,"$200,877,176",-,43,Harry Potter and the Goblet of Fire,47,2005,Nov_w3,2005_Nov_w3
Nov 18-20,,"$168,987,940",+58%,140,Harry Potter and the Goblet of Fire,46,2005,Nov_w2,2005_Nov_w2
Nov 11-13,,"$106,966,552",-7.3%,143,Chicken Little,45,2005,Nov_w1,2005_Nov_w1
Nov 4-6,,"$115,339,866",+39.7%,132,Chicken Little,44,2005,Oct_w5,2005_Oct_w5
Oct 28-30,,"$82,583,718",+25.7%,142,Saw II,43,2005,Oct_w4,2005_Oct_w4
Oct 21-23,,"$65,691,999",-0.7%,141,Doom,42,2005,Oct_w3,2005_Oct_w3
Oct 14-16,,"$66,154,387",-18.2%,140,The Fog,41,2005,Oct_w2,2005_Oct_w2
Oct 7-9,,"$80,874,687",+13.1%,143,Wallace & Gromit: The Curse of the Were-Rabbit,40,2005,Oct_w1,2005_Oct_w1
Oct 7-10,Indig. Peoples' Day wknd,"$91,725,237",-,47,Wallace & Gromit: The Curse of the Were-Rabbit,40,2005,Oct_w1,2005_Oct_w1
Sep 30-Oct 2,Hurricane Katrina,"$71,498,614",-15.2%,150,Flightplan,39,2005,Sep_w4,2005_Sep_w4
Sep 23-25,Hurricane Katrina,"$84,333,686",+27%,142,Flightplan,38,2005,Sep_w3,2005_Sep_w3
Sep 16-18,Hurricane Katrina,"$66,381,308",-6%,140,Just Like Heaven,37,2005,Sep_w2,2005_Sep_w2
Sep 9-11,Hurricane Katrina,"$70,635,980",-3.1%,138,The Exorcism of Emily Rose,36,2005,Sep_w1,2005_Sep_w1
Sep 2-4,Hurricane Katrina,"$72,867,782",-6.4%,121,Transporter 2,35,2005,Aug_w5,2005_Aug_w5
Sep 2-5,Hurricane KatrinaLabor Day wknd,"$91,625,845",-,131,Transporter 2,35,2005,Aug_w5,2005_Aug_w5
Aug 26-28,Hurricane Katrina,"$77,824,346",-16.3%,130,The 40-Year-Old Virgin,34,2005,Aug_w4,2005_Aug_w4
Aug 19-21,,"$92,953,567",-7.3%,120,The 40-Year-Old Virgin,33,2005,Aug_w3,2005_Aug_w3
Aug 12-14,,"$100,228,294",+1.8%,121,Four Brothers,32,2005,Aug_w2,2005_Aug_w2
Aug 5-7,,"$98,480,327",-6.8%,132,The Dukes of Hazzard,31,2005,Aug_w1,2005_Aug_w1
Jul 29-31,,"$105,645,982",-14.8%,128,Wedding Crashers,30,2005,Jul_w4,2005_Jul_w4
Jul 22-24,,"$124,012,308",-17.7%,126,Charlie and the Chocolate Factory,29,2005,Jul_w3,2005_Jul_w3
Jul 15-17,,"$150,770,053",+11.2%,126,Charlie and the Chocolate Factory,28,2005,Jul_w2,2005_Jul_w2
Jul 8-10,,"$135,633,138",+4.6%,124,Fantastic Four,27,2005,Jul_w1,2005_Jul_w1
Jul 1-3,,"$129,652,252",+14.3%,122,War of the Worlds,26,2005,Jun_w5,2005_Jun_w5
Jul 1-4,July 4th long wknd,"$155,959,727",-,132,War of the Worlds,26,2005,Jun_w5,2005_Jun_w5
Jun 24-26,,"$113,398,236",-10.7%,134,Batman Begins,25,2005,Jun_w4,2005_Jun_w4
Jun 17-19,,"$127,046,966",-5.4%,136,Batman Begins,24,2005,Jun_w3,2005_Jun_w3
Jun 10-12,,"$134,230,550",+7.5%,134,Mr. & Mrs. Smith,23,2005,Jun_w2,2005_Jun_w2
Jun 3-5,,"$124,821,684",-29.1%,125,Madagascar,22,2005,Jun_w1,2005_Jun_w1
May 27-29,,"$176,095,556",+13.2%,112,Star Wars: Episode III - Revenge of the Sith,21,2005,May_w4,2005_May_w4
May 27-30,Memorial Day wknd,"$223,962,788",-,127,Star Wars: Episode III - Revenge of the Sith,21,2005,May_w4,2005_May_w4
May 20-22,,"$155,603,666",+69.6%,131,Star Wars: Episode III - Revenge of the Sith,20,2005,May_w3,2005_May_w3
May 13-15,,"$91,747,480",+20.5%,137,Monster-in-Law,19,2005,May_w2,2005_May_w2
May 6-8,,"$76,115,341",-2.5%,137,Kingdom of Heaven,18,2005,May_w1,2005_May_w1
Apr 29-May 1,,"$78,058,370",-1%,141,The Hitchhiker's Guide to the Galaxy,17,2005,Apr_w4,2005_Apr_w4
Apr 22-24,,"$78,875,513",+10.6%,138,The Interpreter,16,2005,Apr_w3,2005_Apr_w3
Apr 15-17,,"$71,312,645",-5.9%,133,The Amityville Horror,15,2005,Apr_w2,2005_Apr_w2
Apr 8-10,,"$75,815,725",-18.3%,127,Sahara,14,2005,Apr_w1,2005_Apr_w1
Apr 1-3,,"$92,823,733",+6.8%,132,Sin City,13,2005,Mar_w5,2005_Mar_w5
Mar 25-27,,"$86,905,815",-15.1%,132,Guess Who,12,2005,Mar_w4,2005_Mar_w4
Mar 25-28,Easter wknd,"$100,063,419",-,37,Guess Who,12,2005,Mar_w4,2005_Mar_w4
Mar 18-20,,"$102,331,011",+2.1%,126,The Ring Two,11,2005,Mar_w3,2005_Mar_w3
Mar 11-13,,"$100,272,952",-4.3%,132,Robots,10,2005,Mar_w2,2005_Mar_w2
Mar 4-6,,"$104,740,602",+5.9%,119,The Pacifier,9,2005,Mar_w1,2005_Mar_w1
Feb 25-27,,"$98,868,991",-9.8%,115,Diary of a Mad Black Woman,8,2005,Feb_w4,2005_Feb_w4
Feb 18-20,,"$109,619,134",+11.5%,106,Hitch,7,2005,Feb_w3,2005_Feb_w3
Feb 18-21,Presidents' Day wknd,"$129,703,618",-,122,Hitch,7,2005,Feb_w3,2005_Feb_w3
Feb 11-13,,"$98,317,419",+20.2%,120,Hitch,6,2005,Feb_w2,2005_Feb_w2
Feb 4-6,,"$81,760,868",-16.1%,118,Boogeyman,5,2005,Feb_w1,2005_Feb_w1
Jan 28-30,,"$97,441,087",+23.5%,111,Hide and Seek,4,2005,Jan_w4,2005_Jan_w4
Jan 21-23,,"$78,920,270",-29.6%,110,Are We There Yet?,3,2005,Jan_w3,2005_Jan_w3
Jan 14-16,,"$112,075,179",+20%,84,Coach Carter,2,2005,Jan_w2,2005_Jan_w2
Jan 14-17,MLK wknd,"$135,910,983",-,92,Coach Carter,2,2005,Jan_w2,2005_Jan_w2
Jan 7-9,,"$93,376,849",-18.8%,108,Meet the Fockers,1,2005,Jan_w1,2005_Jan_w1
"Dec 30-Jan 1, 2012",,"$134,488,475",+22%,81,Mission: Impossible - Ghost Protocol,52,2011,Dec_w4,2011_Dec_w4
"Dec 30-Jan 2, 2012",New Year's long wknd,"$173,320,352",-,76,Mission: Impossible - Ghost Protocol,52,2011,Dec_w4,2011_Dec_w4
Dec 23-26,Christmas long wknd,"$172,035,139",-,75,Mission: Impossible - Ghost Protocol,51,2011,Dec_w3,2011_Dec_w3
Dec 23-25,,"$110,230,829",+4%,82,Mission: Impossible - Ghost Protocol,51,2011,Dec_w3,2011_Dec_w3
Dec 16-18,,"$105,970,233",+66%,106,Sherlock Holmes: A Game of Shadows,50,2011,Dec_w2,2011_Dec_w2
Dec 9-11,,"$63,846,449",-9.5%,113,New Year's Eve,49,2011,Dec_w1,2011_Dec_w1
Dec 2-4,Post-Thanksgiving,"$70,515,083",-52.5%,101,The Twilight Saga: Breaking Dawn - Part 1,48,2011,Nov_w4,2011_Nov_w4
Nov 25-27,Thanksgiving 3-Day,"$148,515,080",-30.3%,107,The Twilight Saga: Breaking Dawn - Part 1,47,2011,Nov_w3,2011_Nov_w3
Nov 24-27,Thanksgiving 4-Day,"$175,056,305",-,50,The Twilight Saga: Breaking Dawn - Part 1,47,2011,Nov_w3,2011_Nov_w3
Nov 23-27,Thanksgiving 5-Day,"$207,648,272",-,50,The Twilight Saga: Breaking Dawn - Part 1,47,2011,Nov_w3,2011_Nov_w3
Nov 18-20,,"$213,090,559",+71.6%,113,The Twilight Saga: Breaking Dawn - Part 1,46,2011,Nov_w2,2011_Nov_w2
Nov 11-13,,"$124,195,132",+23.4%,116,Immortals,45,2011,Nov_w1,2011_Nov_w1
Nov 4-6,,"$100,619,007",+11.5%,130,Puss in Boots,44,2011,Oct_w5,2011_Oct_w5
Oct 28-30,,"$90,229,806",-14.2%,128,Puss in Boots,43,2011,Oct_w4,2011_Oct_w4
Oct 21-23,,"$105,208,900",+44.6%,138,Paranormal Activity 3,42,2011,Oct_w3,2011_Oct_w3
Oct 14-16,,"$72,749,806",-9.1%,127,Real Steel,41,2011,Oct_w2,2011_Oct_w2
Oct 7-10,Indig. Peoples' Day wknd,"$91,007,749",-,53,Real Steel,40,2011,Oct_w1,2011_Oct_w1
Oct 7-9,,"$80,038,160",-3.9%,129,Real Steel,40,2011,Oct_w1,2011_Oct_w1
Sep 30-Oct 2,,"$83,299,660",-19.5%,127,Dolphin Tale,39,2011,Sep_w4,2011_Sep_w4
Sep 23-25,,"$103,498,944",+24.9%,141,The Lion King2011 3D Release,38,2011,Sep_w3,2011_Sep_w3
Sep 16-18,,"$82,870,886",+36.8%,140,The Lion King2011 3D Release,37,2011,Sep_w2,2011_Sep_w2
Sep 9-11,,"$60,588,164",-20.9%,139,Contagion,36,2011,Sep_w1,2011_Sep_w1
Sep 2-5,Labor Day wknd,"$99,407,337",-,122,The Help,35,2011,Aug_w5,2011_Aug_w5
Sep 2-4,,"$76,554,062",+10.1%,130,The Help,35,2011,Aug_w5,2011_Aug_w5
Aug 26-28,,"$69,507,839",-28.6%,131,The Help,34,2011,Aug_w4,2011_Aug_w4
Aug 19-21,,"$97,303,811",-27.7%,126,The Help,33,2011,Aug_w3,2011_Aug_w3
Aug 12-14,,"$134,605,986",-12.9%,130,Rise of the Planet of the Apes,32,2011,Aug_w2,2011_Aug_w2
Aug 5-7,,"$154,610,555",-7.9%,126,Rise of the Planet of the Apes,31,2011,Aug_w1,2011_Aug_w1
Jul 29-31,,"$167,881,029",-6.2%,123,Cowboys & Aliens,30,2011,Jul_w4,2011_Jul_w4
Jul 22-24,,"$179,068,823",-28%,114,Captain America: The First Avenger,29,2011,Jul_w3,2011_Jul_w3
Jul 15-17,,"$248,568,927",+76.9%,120,Harry Potter and the Deathly Hallows: Part 2,28,2011,Jul_w2,2011_Jul_w2
Jul 8-10,,"$140,474,359",-24.6%,118,Transformers: Dark of the Moon,27,2011,Jul_w1,2011_Jul_w1
Jul 1-4,July 4th long wknd,"$222,359,534",-,102,Transformers: Dark of the Moon,26,2011,Jun_w5,2011_Jun_w5
Jul 1-3,,"$186,283,764",+13%,106,Transformers: Dark of the Moon,26,2011,Jun_w5,2011_Jun_w5
Jun 24-26,,"$164,865,297",+13.5%,116,Cars 2,25,2011,Jun_w4,2011_Jun_w4
Jun 17-19,,"$145,208,661",+10.7%,106,Green Lantern,24,2011,Jun_w3,2011_Jun_w3
Jun 10-12,,"$131,188,107",-13.9%,107,Super 8,23,2011,Jun_w2,2011_Jun_w2
Jun 3-5,,"$152,390,551",-28.6%,114,X-Men: First Class,22,2011,Jun_w1,2011_Jun_w1
May 27-29,,"$213,334,314",+36%,109,The Hangover Part II,21,2011,May_w4,2011_May_w4
May 27-30,Memorial Day wknd,"$264,689,498",-,106,The Hangover Part II,21,2011,May_w4,2011_May_w4
May 20-22,,"$156,858,984",+23.7%,120,Pirates of the Caribbean: On Stranger Tides,20,2011,May_w3,2011_May_w3
May 13-15,,"$126,805,764",-16.9%,127,Thor,19,2011,May_w2,2011_May_w2
May 6-8,,"$152,646,352",+8.8%,128,Thor,18,2011,May_w1,2011_May_w1
Apr 29-May 1,,"$140,262,298",+22.5%,120,Fast Five,17,2011,Apr_w4,2011_Apr_w4
Apr 22-24,,"$114,486,342",+3.5%,128,Rio,16,2011,Apr_w3,2011_Apr_w3
Apr 22-25,Easter wknd,"$126,821,991",-,51,Rio,16,2011,Apr_w3,2011_Apr_w3
Apr 15-17,,"$110,573,140",+12.4%,116,Rio,15,2011,Apr_w2,2011_Apr_w2
Apr 8-10,,"$98,389,397",-10.6%,125,Hop,14,2011,Apr_w1,2011_Apr_w1
Apr 1-3,,"$110,113,006",+5.2%,125,Hop,13,2011,Mar_w5,2011_Mar_w5
Mar 25-27,,"$104,688,038",+5.9%,126,Diary of a Wimpy Kid: Rodrick Rules,12,2011,Mar_w4,2011_Mar_w4
Mar 18-20,,"$98,816,142",-11.7%,121,Limitless,11,2011,Mar_w3,2011_Mar_w3
Mar 11-13,,"$111,935,077",-2.2%,118,Battle Los Angeles,10,2011,Mar_w2,2011_Mar_w2
Mar 4-6,,"$114,398,546",+23.6%,107,Rango,9,2011,Mar_w1,2011_Mar_w1
Feb 25-27,,"$92,540,158",-26.4%,108,Hall Pass,8,2011,Feb_w4,2011_Feb_w4
Feb 18-20,,"$125,712,044",-2.1%,107,Unknown,7,2011,Feb_w3,2011_Feb_w3
Feb 18-21,Presidents' Day wknd,"$150,746,871",-,100,Unknown,7,2011,Feb_w3,2011_Feb_w3
Feb 11-13,,"$128,358,223",+87.9%,113,Just Go with It,6,2011,Feb_w2,2011_Feb_w2
Feb 4-6,,"$68,315,090",-21.7%,114,The Roommate,5,2011,Feb_w1,2011_Feb_w1
Jan 28-30,,"$87,300,754",+4.6%,104,The Rite,4,2011,Jan_w4,2011_Jan_w4
Jan 21-23,,"$83,445,232",-22.6%,105,No Strings Attached,3,2011,Jan_w3,2011_Jan_w3
Jan 14-16,,"$107,824,706",+20.6%,106,The Green Hornet,2,2011,Jan_w2,2011_Jan_w2
Jan 14-17,MLK wknd,"$130,346,506",-,86,The Green Hornet,2,2011,Jan_w2,2011_Jan_w2
Jan 7-9,,"$89,402,192",-34.9%,99,True Grit,1,2011,Jan_w1,2011_Jan_w1
"Dec 31-Jan 2, 2000",,"$98,775,026",+11.3%,62,Stuart Little,53,1999,Dec_w5,1999_Dec_w5
Dec 24-26,,"$88,768,536",+21.9%,61,Any Given Sunday,52,1999,Dec_w4,1999_Dec_w4
Dec 17-19,,"$72,834,147",+5.3%,61,Stuart Little,51,1999,Dec_w3,1999_Dec_w3
Dec 10-12,,"$69,153,933",+0.8%,65,Toy Story 2,50,1999,Dec_w2,1999_Dec_w2
Dec 3-5,Post-Thanksgiving,"$68,596,332",-52%,66,Toy Story 2,49,1999,Dec_w1,1999_Dec_w1
Nov 26-28,Thanksgiving 3-Day,"$142,914,598",+41%,61,Toy Story 2,48,1999,Nov_w4,1999_Nov_w4
Nov 25-28,Thanksgiving 4-Day,"$107,717,980",-,8,Toy Story 2,48,1999,Nov_w4,1999_Nov_w4
Nov 24-28,Thanksgiving 5-Day,"$122,937,210",-,8,Toy Story 2,48,1999,Nov_w4,1999_Nov_w4
Nov 19-21,,"$101,348,101",+21.7%,61,The World Is Not Enough,47,1999,Nov_w3,1999_Nov_w3
Nov 12-14,,"$83,281,048",+41.2%,61,Pokémon: The First Movie - Mewtwo Strikes Back,46,1999,Nov_w2,1999_Nov_w2
Nov 5-7,,"$58,984,616",+16.9%,65,The Bone Collector,45,1999,Nov_w1,1999_Nov_w1
Oct 29-31,,"$50,438,110",-11.8%,64,House on Haunted Hill,44,1999,Oct_w5,1999_Oct_w5
Oct 22-24,,"$57,181,140",-15.2%,61,The Best Man,43,1999,Oct_w4,1999_Oct_w4
Oct 15-17,,"$67,432,995",-12.6%,68,Fight Club,42,1999,Oct_w3,1999_Oct_w3
Oct 8-10,,"$77,198,159",+2.7%,61,Double Jeopardy,41,1999,Oct_w2,1999_Oct_w2
Oct 8-11,Indig. Peoples' Day wknd,"$62,512,514",-,14,Double Jeopardy,41,1999,Oct_w2,1999_Oct_w2
Oct 1-3,,"$75,201,707",+8.9%,61,Double Jeopardy,40,1999,Oct_w1,1999_Oct_w1
Sep 24-26,,"$69,030,702",+5.1%,61,Double Jeopardy,39,1999,Sep_w4,1999_Sep_w4
Sep 17-19,,"$65,709,789",+10.3%,70,Blue Streak,38,1999,Sep_w3,1999_Sep_w3
Sep 10-12,,"$59,580,103",-7.4%,66,Stigmata,37,1999,Sep_w2,1999_Sep_w2
Sep 3-5,,"$64,374,500",-8.3%,61,The Sixth Sense,36,1999,Sep_w1,1999_Sep_w1
Sep 3-6,Labor Day wknd,"$82,141,478",-,22,The Sixth Sense,36,1999,Sep_w1,1999_Sep_w1
Aug 27-29,,"$70,233,626",-16.9%,68,The Sixth Sense,35,1999,Aug_w5,1999_Aug_w5
Aug 20-22,,"$84,504,737",-21.2%,69,The Sixth Sense,34,1999,Aug_w4,1999_Aug_w4
Aug 13-15,,"$107,182,350",-19.5%,65,The Sixth Sense,33,1999,Aug_w3,1999_Aug_w3
Aug 6-8,,"$133,117,335",-0.6%,65,The Sixth Sense,32,1999,Aug_w2,1999_Aug_w2
Jul 30-Aug 1,,"$133,878,394",+25.9%,69,Runaway Bride,31,1999,Aug_w1,1999_Aug_w1
Jul 23-25,,"$106,341,729",+8%,60,The Haunting,30,1999,Jul_w4,1999_Jul_w4
Jul 16-18,,"$98,446,172",-4.1%,66,Eyes Wide Shut,29,1999,Jul_w3,1999_Jul_w3
Jul 9-11,,"$102,677,169",-10.5%,68,American Pie,28,1999,Jul_w2,1999_Jul_w2
Jul 2-4,,"$114,717,534",-8.2%,61,Wild Wild West,27,1999,Jul_w1,1999_Jul_w1
Jul 2-5,July 4th long wknd,"$79,915,264",-,8,Wild Wild West,27,1999,Jul_w1,1999_Jul_w1
Jun 25-27,,"$125,015,078",+1.3%,62,Big Daddy,26,1999,Jun_w5,1999_Jun_w5
Jun 18-20,,"$123,436,945",+10.6%,64,Tarzan,25,1999,Jun_w4,1999_Jun_w4
Jun 11-13,,"$111,640,750",+44.9%,60,Austin Powers: The Spy Who Shagged Me,24,1999,Jun_w3,1999_Jun_w3
Jun 4-6,,"$77,058,968",-14.8%,66,Star Wars: Episode I - The Phantom Menace,23,1999,Jun_w2,1999_Jun_w2
May 28-30,,"$90,494,269",-9.1%,7,Star Wars: Episode I - The Phantom Menace,22,1999,Jun_w1,1999_Jun_w1
